Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W]
00:10:00,3.497401E-01,1.072795E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.095210E+02,1.562205E-01,2.033427E+03,2.763347E+03
00:20:00,3.512616E-01,1.077043E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.132147E+02,1.515577E-01,1.974034E+03,2.697441E+03
00:30:00,3.527512E-01,1.081202E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.169084E+02,1.470310E-01,1.916269E+03,2.633142E+03
00:40:00,3.542166E-01,1.085293E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.206021E+02,1.426284E-01,1.859984E+03,2.570410E+03
00:50:00,3.556628E-01,1.089331E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.242957E+02,1.383416E-01,1.805084E+03,2.509111E+03
01:00:00,3.570940E-01,1.093327E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.279894E+02,1.341633E-01,1.751479E+03,2.449087E+03
01:10:00,3.581522E-01,1.096282E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.304519E+02,1.305118E-01,1.705398E+03,2.397736E+03
01:20:00,3.590727E-01,1.098851E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.329143E+02,1.271023E-01,1.662209E+03,2.349515E+03
01:30:00,3.599044E-01,1.101174E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.353768E+02,1.238823E-01,1.621282E+03,2.303766E+03
01:40:00,3.606652E-01,1.103298E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.378392E+02,1.208349E-01,1.582417E+03,2.260334E+03
01:50:00,3.613686E-01,1.105261E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.403017E+02,1.179434E-01,1.545414E+03,2.219012E+03
02:00:00,3.620249E-01,1.107094E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.427641E+02,1.151964E-01,1.510138E+03,2.179634E+03
02:10:00,3.625498E-01,1.108559E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.446109E+02,1.126759E-01,1.478183E+03,2.144061E+03
02:20:00,3.630047E-01,1.109829E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.464578E+02,1.102983E-01,1.447934E+03,2.110311E+03
02:30:00,3.634076E-01,1.110954E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.483046E+02,1.080356E-01,1.419058E+03,2.078025E+03
02:40:00,3.637685E-01,1.111962E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.501515E+02,1.058777E-01,1.391434E+03,2.047088E+03
02:50:00,3.640949E-01,1.112873E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.519983E+02,1.038166E-01,1.364967E+03,2.017402E+03
03:00:00,3.643925E-01,1.113704E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.538451E+02,1.018467E-01,1.339588E+03,1.988893E+03
03:10:00,3.646622E-01,1.114457E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.556920E+02,9.995404E-02,1.315132E+03,1.961365E+03
03:20:00,3.649111E-01,1.115152E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.575388E+02,9.813496E-02,1.291555E+03,1.934756E+03
03:30:00,3.651428E-01,1.115799E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.593856E+02,9.638544E-02,1.268810E+03,1.909043E+03
03:40:00,3.653594E-01,1.116403E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.612325E+02,9.470000E-02,1.246829E+03,1.884162E+03
03:50:00,3.655589E-01,1.116960E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.630793E+02,9.307412E-02,1.225560E+03,1.860050E+03
04:00:00,3.657437E-01,1.117476E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.649261E+02,9.150314E-02,1.204947E+03,1.836634E+03
04:10:00,3.657270E-01,1.117430E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.661574E+02,9.021119E-02,1.188283E+03,1.818068E+03
04:20:00,3.656439E-01,1.117197E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.673886E+02,8.903503E-02,1.173002E+03,1.801075E+03
04:30:00,3.655148E-01,1.116837E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.686198E+02,8.795027E-02,1.158812E+03,1.785301E+03
04:40:00,3.653474E-01,1.116369E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.698510E+02,8.694883E-02,1.145618E+03,1.770670E+03
04:50:00,3.651512E-01,1.115822E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.710823E+02,8.602468E-02,1.133347E+03,1.757127E+03
05:00:00,3.649305E-01,1.115206E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.723135E+02,8.517235E-02,1.121934E+03,1.744614E+03
05:10:00,3.643523E-01,1.113591E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.710823E+02,8.476161E-02,1.118259E+03,1.741576E+03
05:20:00,3.636347E-01,1.111588E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.698510E+02,8.454761E-02,1.116933E+03,1.741396E+03
05:30:00,3.628252E-01,1.109328E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.686198E+02,8.449253E-02,1.117506E+03,1.743453E+03
05:40:00,3.619428E-01,1.106864E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.673886E+02,8.458533E-02,1.119845E+03,1.747649E+03
05:50:00,3.610014E-01,1.104236E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.661574E+02,8.481587E-02,1.123829E+03,1.753899E+03
06:00:00,3.600141E-01,1.101479E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.649261E+02,8.538766E-02,1.131890E+03,1.765535E+03
06:10:00,3.591591E-01,1.099092E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.606169E+02,8.655009E-02,1.150084E+03,1.789634E+03
06:20:00,3.583032E-01,1.096702E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.563076E+02,8.898423E-02,1.183469E+03,1.833780E+03
06:30:00,3.574391E-01,1.094290E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.519983E+02,9.276752E-02,1.232969E+03,1.898359E+03
06:40:00,3.565667E-01,1.091854E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.476890E+02,9.811821E-02,1.301191E+03,1.986167E+03
06:50:00,3.556859E-01,1.089395E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.433797E+02,1.049226E-01,1.386776E+03,2.094616E+03
07:00:00,3.547945E-01,1.086906E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.390704E+02,1.129113E-01,1.486506E+03,2.218888E+03
07:10:00,3.544848E-01,1.086041E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.286050E+02,1.210433E-01,1.594107E+03,2.348001E+03
07:20:00,3.542430E-01,1.085366E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.181396E+02,1.293091E-01,1.703313E+03,2.479566E+03
07:30:00,3.540411E-01,1.084802E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.076742E+02,1.376144E-01,1.812992E+03,2.604418E+03
07:40:00,3.538706E-01,1.084326E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.972088E+02,1.458582E-01,1.921942E+03,2.725680E+03
07:50:00,3.537274E-01,1.083926E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.867434E+02,1.540096E-01,2.029789E+03,2.843122E+03
08:00:00,3.536060E-01,1.083587E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.762780E+02,1.620918E-01,2.136814E+03,2.957577E+03
08:10:00,3.551696E-01,1.087952E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.645814E+02,1.682885E-01,2.222541E+03,3.043024E+03
08:20:00,3.569696E-01,1.092978E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.528847E+02,1.741297E-01,2.304017E+03,3.119859E+03
08:30:00,3.589207E-01,1.098425E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.411881E+02,1.797288E-01,2.382602E+03,3.192001E+03
08:40:00,3.609900E-01,1.104203E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.294915E+02,1.849691E-01,2.456901E+03,3.259504E+03
08:50:00,3.631524E-01,1.110241E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.177948E+02,1.899915E-01,2.528599E+03,3.324611E+03
09:00:00,3.653926E-01,1.116497E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.060982E+02,1.948185E-01,2.597962E+03,3.387680E+03
09:10:00,3.665111E-01,1.119621E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.956328E+02,2.006440E-01,2.678022E+03,3.464045E+03
09:20:00,3.676000E-01,1.122662E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.851674E+02,2.063227E-01,2.756327E+03,3.537550E+03
09:30:00,3.686840E-01,1.125690E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.747020E+02,2.118133E-01,2.832386E+03,3.608753E+03
09:40:00,3.697656E-01,1.128710E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.642366E+02,2.170970E-01,2.905974E+03,3.678189E+03
09:50:00,3.708472E-01,1.131731E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.537712E+02,2.221816E-01,2.977183E+03,3.745888E+03
10:00:00,3.719298E-01,1.134754E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.433058E+02,2.270323E-01,3.045598E+03,3.811253E+03
10:10:00,3.722534E-01,1.135658E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.340716E+02,2.324392E-01,3.119426E+03,3.883751E+03
10:20:00,3.724935E-01,1.136329E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.248374E+02,2.376571E-01,3.190995E+03,3.954235E+03
10:30:00,3.726827E-01,1.136858E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.156032E+02,2.426296E-01,3.259633E+03,4.022038E+03
10:40:00,3.728353E-01,1.137284E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.063690E+02,2.473328E-01,3.325053E+03,4.086897E+03
10:50:00,3.729594E-01,1.137631E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.971348E+02,2.517167E-01,3.386660E+03,4.148106E+03
11:00:00,3.730599E-01,1.137912E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.879007E+02,2.557822E-01,3.444463E+03,4.205627E+03
11:10:00,3.731598E-01,1.138191E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.817445E+02,2.594723E-01,3.494702E+03,4.255637E+03
11:20:00,3.732476E-01,1.138436E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.755884E+02,2.628011E-01,3.540626E+03,4.301809E+03
11:30:00,3.733241E-01,1.138650E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.694323E+02,2.657784E-01,3.582350E+03,4.343937E+03
11:40:00,3.733908E-01,1.138836E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.632762E+02,2.684282E-01,3.620162E+03,4.382054E+03
11:50:00,3.734489E-01,1.138998E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.571200E+02,2.708015E-01,3.654670E+03,4.417175E+03
12:00:00,3.734994E-01,1.139139E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.509639E+02,2.729311E-01,3.686252E+03,4.449571E+03
12:10:00,3.735598E-01,1.139308E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.460390E+02,2.749185E-01,3.714902E+03,4.478218E+03
12:20:00,3.736198E-01,1.139475E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.411141E+02,2.768727E-01,3.743155E+03,4.506807E+03
12:30:00,3.736788E-01,1.139640E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.361892E+02,2.789161E-01,3.772472E+03,4.536769E+03
12:40:00,3.737367E-01,1.139802E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.312643E+02,2.812393E-01,3.805132E+03,4.570400E+03
12:50:00,3.737933E-01,1.139960E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.263394E+02,2.839709E-01,3.842671E+03,4.609165E+03
13:00:00,3.738489E-01,1.140115E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.214145E+02,2.872254E-01,3.886470E+03,4.654422E+03
13:10:00,3.738682E-01,1.140168E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.183365E+02,2.910645E-01,3.935408E+03,4.704998E+03
13:20:00,3.738825E-01,1.140208E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.152584E+02,2.954598E-01,3.990990E+03,4.761800E+03
13:30:00,3.738931E-01,1.140238E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.121804E+02,3.003662E-01,4.052676E+03,4.824646E+03
13:40:00,3.739007E-01,1.140259E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.091023E+02,3.056377E-01,4.118724E+03,4.891992E+03
13:50:00,3.739055E-01,1.140273E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.060242E+02,3.111503E-01,4.187654E+03,4.962373E+03
14:00:00,3.739081E-01,1.140280E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.029462E+02,3.167972E-01,4.258186E+03,5.034419E+03
14:10:00,3.738850E-01,1.140215E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.029462E+02,3.224901E-01,4.326191E+03,5.103842E+03
14:20:00,3.738513E-01,1.140122E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.029462E+02,3.281208E-01,4.393454E+03,5.172315E+03
14:30:00,3.738097E-01,1.140005E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.029462E+02,3.336051E-01,4.458968E+03,5.238921E+03
14:40:00,3.737615E-01,1.139871E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.029462E+02,3.388741E-01,4.521910E+03,5.302902E+03
14:50:00,3.737076E-01,1.139721E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.029462E+02,3.438696E-01,4.581585E+03,5.363555E+03
15:00:00,3.736489E-01,1.139557E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.029462E+02,3.485414E-01,4.637394E+03,5.420245E+03
15:10:00,3.733994E-01,1.138860E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.066398E+02,3.530691E-01,4.687788E+03,5.471558E+03
15:20:00,3.730736E-01,1.137951E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.103335E+02,3.572401E-01,4.733921E+03,5.519543E+03
15:30:00,3.727015E-01,1.136912E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.140272E+02,3.609983E-01,4.775123E+03,5.562878E+03
15:40:00,3.722926E-01,1.135770E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.177209E+02,3.643101E-01,4.810991E+03,5.600601E+03
15:50:00,3.718533E-01,1.134544E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.214145E+02,3.671448E-01,4.841161E+03,5.632161E+03
16:00:00,3.713930E-01,1.133258E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.251082E+02,3.694785E-01,4.865346E+03,5.657310E+03
16:10:00,3.702817E-01,1.130156E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.300331E+02,3.720749E-01,4.891448E+03,5.686028E+03
16:20:00,3.689796E-01,1.126520E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.349580E+02,3.744171E-01,4.914524E+03,5.716178E+03
16:30:00,3.675505E-01,1.122530E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.398829E+02,3.763917E-01,4.933208E+03,5.741411E+03
16:40:00,3.660196E-01,1.118255E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.448078E+02,3.779586E-01,4.947022E+03,5.759701E+03
16:50:00,3.644063E-01,1.113750E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.497327E+02,3.790852E-01,4.955576E+03,5.771378E+03
17:00:00,3.627208E-01,1.109044E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.546576E+02,3.797436E-01,4.958538E+03,5.776660E+03
17:10:00,3.603666E-01,1.102471E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.608137E+02,3.805653E-01,4.962206E+03,5.785820E+03
17:20:00,3.579292E-01,1.095665E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.669698E+02,3.809286E-01,4.960387E+03,5.799854E+03
17:30:00,3.554331E-01,1.088695E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.731260E+02,3.806198E-01,4.950537E+03,5.805565E+03
17:40:00,3.528876E-01,1.081588E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.792821E+02,3.797359E-01,4.933816E+03,5.799036E+03
17:50:00,3.502996E-01,1.074361E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.854382E+02,3.782701E-01,4.910143E+03,5.781989E+03
18:00:00,3.476753E-01,1.067033E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,4.915943E+02,3.761739E-01,4.878939E+03,5.755215E+03
18:10:00,3.449987E-01,1.059559E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.008285E+02,3.732858E-01,4.835199E+03,5.715505E+03
18:20:00,3.424295E-01,1.052385E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.100627E+02,3.693989E-01,4.779526E+03,5.667037E+03
18:30:00,3.399189E-01,1.045374E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.192969E+02,3.646665E-01,4.713756E+03,5.607719E+03
18:40:00,3.374520E-01,1.038486E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.285311E+02,3.586903E-01,4.633128E+03,5.530313E+03
18:50:00,3.350196E-01,1.031694E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.377652E+02,3.512687E-01,4.535234E+03,5.433311E+03
19:00:00,3.326143E-01,1.024978E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.469994E+02,3.427177E-01,4.423849E+03,5.321648E+03
19:10:00,3.315708E-01,1.022063E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.537712E+02,3.322679E-01,4.292246E+03,5.185916E+03
19:20:00,3.306792E-01,1.019574E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.605429E+02,3.218916E-01,4.161521E+03,5.046508E+03
19:30:00,3.298852E-01,1.017357E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.673146E+02,3.120200E-01,4.036827E+03,4.912107E+03
19:40:00,3.291704E-01,1.015361E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.740864E+02,3.031756E-01,3.924401E+03,4.790751E+03
19:50:00,3.285197E-01,1.013544E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.808581E+02,2.957052E-01,3.828371E+03,4.687209E+03
20:00:00,3.279246E-01,1.011883E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.876298E+02,2.894992E-01,3.747443E+03,4.602338E+03
20:10:00,3.275035E-01,1.010708E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.931703E+02,2.840026E-01,3.676221E+03,4.528157E+03
20:20:00,3.271516E-01,1.009726E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,5.987109E+02,2.788616E-01,3.609249E+03,4.457053E+03
20:30:00,3.268517E-01,1.008889E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.042514E+02,2.739347E-01,3.544834E+03,4.388092E+03
20:40:00,3.265948E-01,1.008172E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.097919E+02,2.691312E-01,3.481895E+03,4.320874E+03
20:50:00,3.263736E-01,1.007555E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.153324E+02,2.644350E-01,3.420255E+03,4.255464E+03
21:00:00,3.261800E-01,1.007015E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.208729E+02,2.598045E-01,3.359402E+03,4.191231E+03
21:10:00,3.262004E-01,1.007072E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.264134E+02,2.549194E-01,3.295509E+03,4.123632E+03
21:20:00,3.263846E-01,1.007587E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.319539E+02,2.498965E-01,3.229968E+03,4.055178E+03
21:30:00,3.266787E-01,1.008408E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.374944E+02,2.448022E-01,3.163577E+03,3.986271E+03
21:40:00,3.270617E-01,1.009478E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.430349E+02,2.396599E-01,3.096611E+03,3.916642E+03
21:50:00,3.275154E-01,1.010745E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.485754E+02,2.344917E-01,3.029335E+03,3.846320E+03
22:00:00,3.280285E-01,1.012177E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.541160E+02,2.293169E-01,2.961981E+03,3.775511E+03
22:10:00,3.292891E-01,1.015697E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.584252E+02,2.234124E-01,2.887140E+03,3.695372E+03
22:20:00,3.307433E-01,1.019757E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.627345E+02,2.174139E-01,2.811177E+03,3.613173E+03
22:30:00,3.323262E-01,1.024176E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.670438E+02,2.113955E-01,2.734977E+03,3.530512E+03
22:40:00,3.340140E-01,1.028888E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.713531E+02,2.053869E-01,2.658895E+03,3.447970E+03
22:50:00,3.357918E-01,1.033852E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.756624E+02,1.994116E-01,2.583209E+03,3.365788E+03
23:00:00,3.376448E-01,1.039025E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.799717E+02,1.934870E-01,2.508130E+03,3.284071E+03
23:10:00,3.393830E-01,1.043879E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.842809E+02,1.878310E-01,2.436260E+03,3.205812E+03
23:20:00,3.411181E-01,1.048723E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.885902E+02,1.822926E-01,2.365793E+03,3.128666E+03
23:30:00,3.428624E-01,1.053593E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.928995E+02,1.768485E-01,2.296454E+03,3.052645E+03
23:40:00,3.446172E-01,1.058492E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,6.972088E+02,1.714958E-01,2.228205E+03,2.977781E+03
23:50:00,3.463827E-01,1.063421E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.015181E+02,1.662310E-01,2.161007E+03,2.903950E+03
24:00:00,3.481585E-01,1.068379E+04,3.341649E-02,0.000000E+00,0.000000E+00,3.341649E-02,7.058274E+02,1.610519E-01,2.094832E+03,2.831019E+03
Coinc Peak   ,3.739081E-01,3.809286E-01,1.140280E+04,4.960387E+03
NonCoinc Peak,3.739081E-01,3.809286E-01,1.140280E+04,4.960387E+03
